Scan	  Chan 1	

1	-5.94055	
2	-5.94879	
3	-5.92865	
4	-5.94299	
5	-5.93475	
6	-5.93719	
7	-5.93414	
8	-5.95184	
9	-5.9613	
10	-5.93811	
11	-5.92957	
12	-5.9552	
13	-5.93597	
14	-5.92682	
15	-5.93781	
16	-5.93536	
17	-5.93842	
18	-5.94421	
19	-5.93872	
20	-5.94025	
21	-5.93842	
22	-5.95032	
23	-5.94055	
24	-5.95032	
25	-5.93872	
26	-5.9494	
27	-5.95001	
28	-5.94177	
29	-5.95093	
30	-5.95367	
31	-5.93903	
32	-5.93842	
33	-5.9433	
34	-5.95947	
35	-5.93933	
36	-5.94482	
37	-5.96863	
38	-5.95734	
39	-5.94421	
40	-5.94788	
41	-5.95459	
42	-5.95123	
43	-5.94849	
44	-5.95001	
45	-5.95734	
46	-5.93994	
47	-5.93842	
48	-5.94299	
49	-5.95215	
50	-5.93597	
51	-5.94421	
52	-5.96771	
53	-5.94421	
54	-5.94574	
55	-5.9433	
56	-5.94788	
57	-5.92712	
58	-5.95337	
59	-5.94727	
60	-5.95673	
61	-5.94055	
62	-5.96832	
63	-5.9433	
64	-5.93292	
65	-5.94818	
66	-5.9494	
67	-5.95154	
68	-5.95306	
69	-5.95917	
70	-5.961	
71	-5.93994	
72	-5.94696	
73	-5.95215	
74	-5.94482	
75	-5.94849	
76	-5.96008	
77	-5.96161	
78	-5.93628	
79	-5.93475	
80	-5.9433	
81	-5.94757	
82	-5.94086	
83	-5.95856	
84	-5.96558	
85	-5.94238	
86	-5.95337	
87	-5.94147	
88	-5.94482	
89	-5.92346	
90	-5.93536	
91	-5.9549	
92	-5.95245	
93	-5.95154	
94	-5.94025	
95	-5.9375	
96	-5.9375	
97	-5.93842	
98	-5.94055	
99	-5.95428	
100	-5.94421	
101	-5.9494	
102	-5.96344	
103	-5.94818	
104	-5.94635	
105	-5.94635	
106	-5.95093	
107	-5.94513	
108	-5.93475	
109	-5.95032	
110	-5.93506	
111	-5.93414	
112	-5.96008	
113	-5.95306	
114	-5.92773	
115	-5.94269	
116	-5.94757	
117	-5.95673	
118	-5.94513	
119	-5.95001	
120	-5.95856	
121	-5.95001	
122	-5.94208	
123	-5.94727	
124	-5.94788	
125	-5.9491	
126	-5.93567	
127	-5.96039	
128	-5.9436	
129	-5.93567	
130	-5.94879	
131	-5.95795	
132	-5.93384	
133	-5.95642	
134	-5.96527	
135	-5.95123	
136	-5.96069	
137	-5.94818	
138	-5.94788	
139	-5.92682	
140	-5.94604	
141	-5.95337	
142	-5.95917	
143	-5.94421	
144	-5.95764	
145	-5.9491	
146	-5.95856	
147	-5.94055	
148	-5.95947	
149	-5.95276	
150	-5.93079	
151	-5.9549	
152	-5.961	
153	-5.95062	
154	-5.94055	
155	-5.94604	
156	-5.94635	
157	-5.93109	
158	-5.95551	
159	-5.9613	
160	-5.94513	
161	-5.94086	
162	-5.95306	
163	-5.95673	
164	-5.93018	
165	-5.95154	
166	-5.94604	
167	-5.95032	
168	-5.9491	
169	-5.95673	
170	-5.95062	
171	-5.95581	
172	-5.95123	
173	-5.93933	
174	-5.94818	
175	-5.94604	
176	-5.9433	
177	-5.94879	
178	-5.93964	
179	-5.93567	
180	-5.95947	
181	-5.94513	
182	-5.93018	
183	-5.95062	
184	-5.94513	
185	-5.93079	
186	-5.94238	
187	-5.95856	
188	-5.94025	
189	-5.92743	
190	-5.94482	
191	-5.93597	
192	-5.96069	
193	-5.96283	
194	-5.9494	
195	-5.94482	
196	-5.94421	
197	-5.9433	
198	-5.94604	
199	-5.94238	
200	-5.93018	
201	-5.94147	
202	-5.95306	
203	-5.94666	
204	-5.94482	
205	-5.95154	
206	-5.94299	
207	-5.92468	
208	-5.94574	
209	-5.95428	
210	-5.93506	
211	-5.9433	
212	-5.97015	
213	-5.94818	
214	-5.92773	
215	-5.94727	
216	-5.95886	
217	-5.96161	
218	-5.94818	
219	-5.95428	
220	-5.94452	
221	-5.95032	
222	-5.93628	
223	-5.94269	
224	-5.94788	
225	-5.94238	
226	-5.94635	
227	-5.97107	
228	-5.95581	
229	-5.94147	
230	-5.94208	
231	-5.94788	
232	-5.93506	
233	-5.94055	
234	-5.96527	
235	-5.94238	
236	-5.93903	
237	-5.96466	
238	-5.9375	
239	-5.9259	
240	-5.94421	
241	-5.93842	
242	-5.94452	
243	-5.93628	
244	-5.95184	
245	-5.93384	
246	-5.93719	
247	-5.94391	
248	-5.94025	
249	-5.95062	
250	-5.94208	
251	-5.95551	
252	-5.96436	
253	-5.9436	
254	-5.94299	
255	-5.9433	
256	-5.95734	
257	-5.94666	
258	-5.95673	
259	-5.96283	
260	-5.94055	
261	-5.95795	
262	-5.96283	
263	-5.94666	
264	-5.92926	
265	-5.94025	
266	-5.93719	
267	-5.95459	
268	-5.94086	
269	-5.94788	
270	-5.95734	
271	-5.9436	
272	-5.94269	
273	-5.95276	
274	-5.95367	
275	-5.94208	
276	-5.92743	
277	-5.95978	
278	-5.94208	
279	-5.93018	
280	-5.93292	
281	-5.93567	
282	-5.93414	
283	-5.94421	
284	-5.9671	
285	-5.95123	
286	-5.94299	
287	-5.95032	
288	-5.95276	
289	-5.92865	
290	-5.93994	
291	-5.95703	
292	-5.95123	
293	-5.93597	
294	-5.95215	
295	-5.93201	
296	-5.9436	
297	-5.92621	
298	-5.9375	
299	-5.93842	
300	-5.93384	
301	-5.93842	
302	-5.93964	
303	-5.94818	
304	-5.92499	
305	-5.95215	
306	-5.93781	
307	-5.91919	
308	-5.94757	
309	-5.94788	
310	-5.93933	
311	-5.95428	
312	-5.95551	
313	-5.93414	
314	-5.93658	
315	-5.9549	
316	-5.96161	
317	-5.94696	
318	-5.95367	
319	-5.93842	
320	-5.93811	
321	-5.93872	
322	-5.93903	
323	-5.94147	
324	-5.93994	
325	-5.9317	
326	-5.94788	
327	-5.96375	
328	-5.94482	
329	-5.9317	
330	-5.9433	
331	-5.94635	
332	-5.92804	
333	-5.9433	
334	-5.94452	
335	-5.94757	
336	-5.92072	
337	-5.94299	
338	-5.94757	
339	-5.92621	
340	-5.93201	
341	-5.94391	
342	-5.95947	
343	-5.94513	
344	-5.94727	
345	-5.93903	
346	-5.93445	
347	-5.93994	
348	-5.94177	
349	-5.9491	
350	-5.93292	
351	-5.94849	
352	-5.95367	
353	-5.93933	
354	-5.92896	
355	-5.94299	
356	-5.93903	
357	-5.9198	
358	-5.94757	
359	-5.95062	
360	-5.94757	
361	-5.9436	
362	-5.95367	
363	-5.95123	
364	-5.92133	
365	-5.93994	
366	-5.95215	
367	-5.94879	
368	-5.94391	
369	-5.93933	
370	-5.94788	
371	-5.93994	
372	-5.93567	
373	-5.95215	
374	-5.95184	
375	-5.93506	
376	-5.94849	
377	-5.9552	
378	-5.94391	
379	-5.93933	
380	-5.94147	
381	-5.95215	
382	-5.9259	
383	-5.93384	
384	-5.95245	
385	-5.95276	
386	-5.93353	
387	-5.95642	
388	-5.93872	
389	-5.93719	
390	-5.94818	
391	-5.95428	
392	-5.94177	
393	-5.9433	
394	-5.94055	
395	-5.94086	
396	-5.93811	
397	-5.94849	
398	-5.94818	
399	-5.94635	
400	-5.94788	
401	-5.94879	
402	-5.9491	
403	-5.94879	
404	-5.93994	
405	-5.95703	
406	-5.94727	
407	-5.94208	
408	-5.95032	
409	-5.96008	
410	-5.95093	
411	-5.95642	
412	-5.95032	
413	-5.95154	
414	-5.93231	
415	-5.96802	
416	-5.95459	
417	-5.95612	
418	-5.95612	
419	-5.95703	
420	-5.95734	
421	-5.95154	
422	-5.9494	
423	-5.96069	
424	-5.96191	
425	-5.94696	
426	-5.9552	
427	-5.95367	
428	-5.9494	
429	-5.95337	
430	-5.95551	
431	-5.95032	
432	-5.92987	
433	-5.94666	
434	-5.97778	
435	-5.95947	
436	-5.94147	
437	-5.95978	
438	-5.95245	
439	-5.94421	
440	-5.95337	
441	-5.95642	
442	-5.95703	
443	-5.94849	
444	-5.95947	
445	-5.95245	
446	-5.9491	
447	-5.94482	
448	-5.95093	
449	-5.97351	
450	-5.96741	
451	-5.94269	
452	-5.96954	
453	-5.95184	
454	-5.95459	
455	-5.9613	
456	-5.96588	
457	-5.94299	
458	-5.95856	
459	-5.9671	
460	-5.95337	
461	-5.96344	
462	-5.97717	
463	-5.96313	
464	-5.9491	
465	-5.97198	
466	-5.96497	
467	-5.96191	
468	-5.95093	
469	-5.961	
470	-5.95642	
471	-5.9668	
472	-5.96039	
473	-5.9668	
474	-5.97229	
475	-5.96191	
476	-5.94666	
477	-5.96436	
478	-5.95001	
479	-5.94879	
480	-5.94635	
481	-5.95154	
482	-5.94147	
483	-5.95459	
484	-5.97687	
485	-5.96191	
486	-5.96436	
487	-5.96008	
488	-5.95642	
489	-5.94574	
490	-5.95459	
491	-5.95306	
492	-5.9726	
493	-5.95642	
494	-5.96619	
495	-5.95703	
496	-5.94757	
497	-5.95306	
498	-5.9552	
499	-5.95093	
500	-5.96771	
501	-5.95947	
502	-5.97321	
503	-5.95673	
504	-5.95703	
505	-5.96893	
506	-5.96893	
