Scan	  Chan 1	

1	-3.6734	
2	-3.42072	
3	-3.53851	
4	-3.97461	
5	-3.39752	
6	-3.82202	
7	-3.83331	
8	-3.73016	
9	-3.97675	
10	-3.46863	
11	-3.31696	
12	-3.80035	
13	-3.48969	
14	-4.05212	
15	-3.57391	
16	-3.77502	
17	-3.52966	
18	-3.91022	
19	-3.70941	
20	-3.87024	
21	-3.65265	
22	-3.8623	
23	-3.59131	
24	-3.92914	
25	-4.05029	
26	-4.10828	
27	-3.2724	
28	-3.99933	
29	-3.42163	
30	-3.89252	
31	-3.56201	
32	-3.57086	
33	-3.77655	
34	-3.16406	
35	-3.06335	
36	-4.01917	
37	-3.58154	
38	-4.04022	
39	-3.79242	
40	-3.35754	
41	-3.72742	
42	-3.53302	
43	-3.90594	
44	-3.69934	
45	-3.48022	
46	-3.7384	
47	-3.80829	
48	-4.02557	
49	-3.68561	
50	-3.87695	
51	-3.64105	
52	-3.61267	
53	-3.8324	
54	-3.88519	
55	-3.60535	
56	-3.6615	
57	-3.09448	
58	-3.80005	
59	-3.46405	
60	-3.69629	
61	-3.96637	
62	-3.53943	
63	-3.172	
64	-3.71124	
65	-3.57971	
66	-3.51837	
67	-3.89954	
68	-3.90686	
69	-3.70361	
70	-3.41705	
71	-3.50433	
72	-3.65234	
73	-3.58704	
74	-3.90564	
75	-3.69904	
76	-3.77319	
77	-3.57819	
78	-3.52509	
79	-4.08478	
80	-3.85101	
81	-3.67035	
82	-3.56995	
83	-4.19922	
84	-3.53668	
85	-3.92761	
86	-3.84674	
87	-3.13324	
88	-3.67401	
89	-3.10211	
90	-3.69629	
91	-3.4787	
92	-3.52844	
93	-3.3963	
94	-3.76404	
95	-3.90198	
96	-3.94836	
97	-3.9444	
98	-3.55438	
99	-3.83759	
100	-3.6673	
101	-3.86658	
102	-3.40027	
103	-3.95966	
104	-3.36121	
105	-3.77716	
106	-3.21808	
107	-3.69385	
108	-3.91144	
109	-3.97675	
110	-3.56232	
111	-3.59039	
112	-4.07196	
113	-3.70148	
114	-3.5965	
115	-3.63708	
116	-4.10217	
117	-4.05548	
118	-3.77594	
119	-3.51196	
120	-3.70911	
121	-3.90564	
122	-4.10736	
123	-3.96301	
124	-3.62122	
125	-3.6969	
126	-3.94012	
127	-3.82111	
128	-3.79791	
129	-3.21747	
130	-4.04449	
131	-3.13385	
132	-3.42682	
133	-3.47412	
134	-3.84308	
135	-3.78662	
136	-3.85315	
137	-3.52356	
138	-3.75275	
139	-3.82172	
140	-3.45062	
141	-3.73505	
142	-3.68744	
143	-4.01062	
144	-3.51501	
145	-3.65295	
146	-3.73657	
147	-3.83392	
148	-3.9444	
149	-3.68378	
150	-3.78723	
151	-3.79425	
152	-3.40424	
153	-3.87695	
154	-3.66089	
155	-3.71155	
156	-3.86169	
157	-3.88977	
158	-3.84949	
159	-3.71277	
160	-3.60535	
161	-3.3725	
162	-3.41339	
163	-3.88245	
164	-3.3728	
165	-3.67523	
166	-3.32886	
167	-3.2608	
168	-3.60565	
169	-3.76617	
170	-3.2608	
171	-3.88702	
172	-3.54828	
173	-3.11035	
174	-3.66882	
175	-3.76648	
176	-3.49854	
177	-3.94958	
178	-3.78387	
179	-3.45459	
180	-3.23639	
181	-3.32123	
182	-3.54614	
183	-3.48419	
184	-3.86108	
185	-3.86322	
186	-3.85071	
187	-3.49854	
188	-3.95538	
189	-3.31024	
190	-3.7674	
191	-3.71918	
192	-3.66669	
193	-3.21075	
194	-3.3252	
195	-3.92181	
196	-3.90656	
197	-3.66486	
198	-3.38135	
199	-3.66425	
200	-3.55194	
201	-3.38776	
202	-3.6972	
203	-3.98956	
204	-3.43384	
205	-4.03076	
206	-3.9447	
207	-3.8916	
208	-3.64166	
209	-3.685	
