Scan	  Chan 1	

1	-3.55042	
2	-3.36304	
3	-3.38837	
4	-3.79974	
5	-3.80371	
6	-3.38135	
7	-3.73779	
8	-3.18909	
9	-3.33221	
10	-3.48541	
11	-3.27209	
12	-3.36761	
13	-3.14545	
14	-3.90259	
15	-3.10699	
16	-3.15918	
17	-3.56537	
18	-3.28735	
19	-3.10516	
20	-3.50433	
21	-3.18939	
22	-3.50983	
23	-3.14178	
24	-3.31116	
25	-3.52142	
26	-3.65448	
27	-3.71185	
28	-3.25317	
29	-3.61298	
30	-3.39447	
31	-3.73016	
32	-3.47565	
33	-3.62274	
34	-3.33344	
35	-3.26202	
36	-3.07739	
37	-3.76526	
38	-3.43628	
39	-3.13141	
40	-3.51532	
41	-3.69446	
42	-3.40607	
43	-3.65295	
44	-3.40515	
45	-3.36792	
46	-3.75671	
47	-3.65906	
48	-3.39325	
49	-3.29468	
50	-3.8913	
51	-3.28979	
52	-3.42316	
53	-3.21808	
54	-3.27423	
55	-3.5611	
56	-3.73291	
57	-3.5083	
58	-4.05304	
59	-3.55316	
60	-3.47473	
61	-3.44391	
62	-3.94409	
63	-3.41339	
64	-3.6615	
65	-3.77411	
66	-3.078	
67	-3.54004	
68	-3.44604	
69	-3.90503	
70	-3.05817	
71	-3.61542	
72	-3.43536	
73	-3.20679	
74	-3.47687	
75	-2.98767	
76	-3.35297	
77	-3.47778	
78	-3.14148	
79	-3.7146	
80	-3.22174	
81	-3.69598	
82	-3.66547	
83	-3.46527	
84	-3.18604	
85	-3.20984	
86	-3.72131	
87	-3.60626	
88	-3.83392	
89	-3.33679	
90	-3.9679	
91	-3.88916	
92	-3.19458	
93	-3.66821	
94	-3.38043	
95	-3.12592	
96	-3.43689	
97	-3.51288	
98	-3.66333	
99	-3.81897	
100	-3.34473	
101	-3.90961	
102	-3.79822	
103	-3.34503	
104	-3.5318	
105	-3.05756	
106	-3.992	
107	-3.62183	
108	-3.1604	
109	-3.49609	
110	-3.42957	
111	-3.29468	
112	-3.41888	
113	-3.86475	
114	-3.50342	
115	-3.3194	
116	-3.86688	
117	-3.15552	
118	-3.27118	
119	-3.43628	
120	-3.59009	
121	-3.46558	
122	-3.82324	
123	-3.18939	
124	-3.63312	
125	-3.60474	
126	-3.14941	
127	-3.36731	
128	-3.50159	
129	-2.9187	
130	-3.06305	
131	-3.17993	
132	-3.67035	
133	-3.8089	
134	-3.70209	
135	-3.35938	
136	-3.32642	
137	-3.1076	
138	-3.35175	
139	-3.57391	
140	-3.29956	
141	-3.5791	
142	-3.19702	
143	-3.33679	
144	-3.72314	
145	-3.36914	
146	-3.13934	
147	-3.06305	
148	-3.46069	
149	-3.33405	
150	-3.19122	
151	-3.01727	
152	-3.28918	
153	-3.50769	
154	-3.76984	
155	-3.44543	
156	-3.28522	
157	-3.3728	
158	-4.01459	
159	-3.50037	
160	-3.34991	
161	-2.96783	
162	-3.57513	
163	-3.36426	
164	-3.29407	
165	-3.07495	
166	-3.36395	
167	-3.06396	
168	-3.94287	
169	-3.3667	
170	-3.59833	
171	-3.01788	
172	-3.55042	
173	-3.60046	
174	-3.04504	
175	-3.26202	
176	-3.36487	
177	-3.42285	
178	-3.92212	
179	-3.88855	
180	-3.27454	
181	-3.26599	
182	-3.43384	
183	-3.62823	
184	-3.40881	
185	-3.74603	
186	-3.76434	
187	-3.28217	
188	-3.77655	
189	-3.42194	
190	-3.32458	
191	-3.75153	
192	-3.31665	
193	-3.65967	
194	-3.42957	
195	-3.14758	
196	-3.71399	
197	-3.62976	
198	-3.8858	
199	-3.81775	
200	-3.51532	
201	-3.46741	
202	-3.6853	
203	-3.59833	
204	-3.18512	
205	-3.2251	
206	-3.19122	
207	-3.48602	
208	-3.27118	
209	-3.20801	
210	-3.44635	
211	-3.26111	
212	-3.59711	
213	-3.25592	
214	-3.39325	
215	-3.50586	
216	-2.93762	
217	-3.04291	
218	-3.67645	
219	-3.83484	
220	-3.63647	
221	-3.20038	
222	-3.48083	
223	-3.6908	
224	-3.59497	
225	-3.04932	
226	-3.8092	
227	-3.40363	
228	-3.44482	
229	-3.53851	
230	-3.47168	
231	-3.64594	
232	-3.61359	
233	-3.71948	
234	-3.72894	
235	-3.2016	
236	-3.24463	
237	-3.33221	
238	-3.68591	
239	-3.15552	
240	-2.82135	
241	-3.56781	
242	-3.71582	
243	-3.42743	
244	-3.43689	
245	-3.21747	
246	-3.76587	
247	-3.20496	
248	-3.14178	
249	-3.70453	
250	-3.00415	
251	-3.36273	
252	-2.98309	
253	-3.1192	
254	-3.5437	
255	-3.51868	
256	-3.39203	
257	-3.40302	
258	-3.52051	
259	-3.44421	
260	-3.37463	
261	-3.24554	
262	-3.68591	
263	-3.70911	
264	-3.82568	
265	-3.38348	
266	-3.68683	
267	-3.36395	
268	-3.49365	
269	-3.67462	
270	-3.72803	
271	-3.23456	
272	-3.09692	
273	-3.52325	
274	-3.31238	
275	-3.76617	
276	-3.63068	
277	-3.44757	
278	-3.44604	
279	-3.36975	
280	-3.38898	
281	-3.37036	
282	-3.31543	
283	-3.40942	
284	-3.75183	
285	-3.18085	
286	-3.1192	
287	-3.68622	
288	-3.62274	
289	-3.32214	
290	-3.27057	
291	-2.99927	
292	-3.84369	
293	-3.15277	
294	-3.72803	
295	-3.71643	
296	-3.33527	
297	-3.36151	
298	-3.68347	
299	-3.43933	
300	-3.37646	
301	-3.6087	
302	-3.12622	
303	-3.17291	
304	-3.81653	
305	-3.90442	
306	-3.15369	
307	-3.25623	
308	-2.96814	
309	-3.34198	
310	-3.51593	
311	-3.29376	
312	-3.17108	
313	-3.34534	
314	-3.17902	
315	-3.33771	
316	-3.815	
317	-3.4967	
318	-3.43658	
319	-3.3548	
320	-3.26721	
321	-3.35175	
322	-3.78052	
323	-3.48328	
324	-3.46283	
325	-3.40576	
326	-3.18451	
327	-3.3902	
328	-3.48083	
329	-3.15796	
330	-3.63892	
331	-3.60596	
332	-3.35022	
333	-3.27057	
334	-3.22998	
335	-3.4082	
336	-3.63922	
337	-3.78235	
338	-3.0838	
339	-3.43689	
340	-3.39447	
341	-3.57391	
342	-3.4259	
343	-3.92822	
344	-3.5495	
345	-3.72894	
346	-3.31757	
347	-3.22601	
348	-3.57422	
349	-3.26385	
350	-3.27515	
351	-3.34747	
352	-3.43506	
353	-3.78113	
354	-3.52478	
355	-3.73749	
356	-3.41705	
357	-3.59253	
358	-3.94501	
359	-3.46344	
360	-3.85529	
361	-3.12317	
362	-3.8382	
363	-3.84338	
364	-3.79028	
365	-3.68774	
366	-3.50372	
367	-3.45734	
368	-3.28552	
369	-3.29041	
370	-3.13812	
371	-3.43964	
372	-3.27515	
373	-3.23578	
374	-3.25531	
375	-3.37677	
376	-3.16986	
377	-2.88391	
378	-3.19122	
379	-3.35144	
380	-3.29803	
381	-3.63831	
382	-3.07037	
383	-3.60535	
384	-3.55377	
385	-3.09937	
386	-3.36456	
387	-3.6261	
388	-3.5202	
389	-3.60413	
390	-3.27789	
391	-3.37799	
392	-3.36792	
393	-3.38959	
394	-3.61145	
395	-3.59222	
396	-3.58276	
397	-3.77289	
398	-3.36365	
399	-3.35419	
400	-3.39783	
401	-3.51288	
402	-3.60016	
403	-3.17322	
404	-3.52905	
405	-3.44452	
406	-3.48938	
407	-3.59772	
408	-3.24799	
409	-3.56964	
410	-3.4549	
411	-3.08655	
412	-3.50769	
413	-3.41736	
414	-3.15643	
415	-3.5025	
416	-3.91327	
417	-3.53058	
418	-3.19336	
419	-3.32947	
420	-2.96875	
421	-3.7323	
422	-3.27576	
423	-3.43384	
424	-3.64929	
425	-3.05817	
426	-2.94647	
427	-3.39172	
428	-3.05084	
429	-3.26263	
430	-3.20068	
431	-3.5907	
432	-3.16223	
433	-3.32733	
434	-3.29376	
435	-3.12561	
436	-3.25745	
437	-3.19885	
438	-3.24799	
439	-3.39691	
440	-3.60107	
441	-3.13385	
442	-3.62274	
443	-3.99261	
444	-3.64594	
445	-3.46985	
446	-3.78601	
447	-3.5788	
448	-3.15491	
449	-3.72498	
450	-2.98462	
451	-3.09113	
452	-3.50647	
453	-3.60107	
454	-3.69904	
455	-3.33649	
456	-3.53973	
457	-3.79913	
458	-3.48419	
459	-3.57117	
460	-3.75946	
461	-2.98492	
462	-3.8092	
463	-3.43628	
464	-3.5614	
465	-3.45093	
466	-3.32855	
467	-3.16711	
468	-3.23669	
469	-3.71643	
470	-3.48816	
471	-3.46191	
472	-3.41095	
473	-3.20343	
474	-3.74756	
475	-4.01276	
476	-3.7207	
477	-3.26782	
478	-3.6615	
479	-3.77441	
480	-3.22571	
481	-3.71735	
482	-3.48145	
483	-3.33618	
484	-3.51105	
485	-3.11218	
486	-3.38562	
487	-3.04962	
488	-3.6615	
489	-3.50159	
490	-3.55896	
491	-3.70544	
492	-3.32092	
493	-3.29681	
494	-3.44849	
495	-3.57056	
496	-3.7674	
497	-3.36731	
498	-3.52631	
499	-3.51959	
500	-3.75458	
501	-3.77319	
502	-3.3902	
503	-3.66394	
504	-3.18481	
505	-3.37433	
506	-3.82812	
507	-3.57025	
508	-3.12592	
509	-3.39691	
510	-3.59009	
511	-3.45581	
512	-3.20953	
513	-3.24066	
514	-3.43658	
515	-3.5379	
516	-3.4549	
517	-2.99805	
518	-3.52966	
519	-3.21503	
520	-3.09631	
521	-3.54553	
522	-3.16711	
523	-3.45947	
524	-3.65906	
525	-3.29773	
526	-3.42682	
527	-3.30597	
528	-3.24677	
529	-3.03833	
530	-3.07892	
531	-3.64624	
532	-3.73108	
533	-3.39508	
534	-3.08502	
535	-3.34564	
536	-3.48053	
537	-3.19183	
538	-3.43903	
539	-3.43475	
540	-3.52295	
541	-3.25745	
542	-3.56384	
543	-3.57849	
544	-3.50891	
545	-3.22021	
546	-3.35419	
547	-3.61633	
548	-3.38684	
549	-3.5022	
550	-3.32794	
551	-3.53912	
552	-3.6203	
553	-3.96454	
554	-3.07159	
555	-3.28674	
556	-3.35327	
557	-3.44421	
558	-3.31299	
559	-3.40942	
560	-3.63708	
561	-3.50342	
562	-3.57056	
563	-3.41003	
564	-3.37738	
565	-4.04175	
566	-3.78418	
567	-3.48297	
568	-3.44421	
569	-3.23883	
570	-3.12469	
571	-3.26935	
572	-3.21503	
573	-3.32306	
574	-3.46924	
575	-3.65601	
576	-3.87909	
577	-3.88824	
578	-3.69659	
579	-3.23059	
580	-3.3197	
581	-3.34778	
582	-3.45978	
583	-3.40485	
584	-3.09723	
585	-3.54156	
586	-3.50433	
587	-3.20435	
588	-3.06915	
589	-2.93854	
590	-3.91846	
591	-3.19855	
592	-3.66028	
593	-3.302	
594	-3.37463	
595	-3.53577	
596	-3.48969	
597	-3.19702	
598	-3.63739	
599	-3.84308	
600	-3.59497	
601	-3.86536	
602	-3.59283	
603	-3.14697	
604	-3.98865	
605	-3.45764	
606	-3.4613	
607	-3.43323	
608	-3.21655	
609	-3.39203	
610	-3.96698	
611	-3.32886	
612	-3.17932	
613	-3.90778	
614	-3.75305	
615	-3.35419	
616	-3.43353	
617	-3.43353	
618	-3.52417	
619	-3.06763	
620	-3.0545	
621	-3.61755	
622	-3.19885	
623	-3.58337	
624	-3.6261	
625	-3.84552	
626	-3.32794	
627	-3.07129	
628	-3.30292	
629	-3.24463	
630	-3.34229	
631	-3.65204	
632	-3.80432	
633	-3.17169	
634	-3.20068	
635	-3.09845	
636	-3.89557	
637	-3.25775	
638	-3.57086	
639	-3.39966	
640	-3.52692	
641	-3.23456	
642	-3.797	
643	-3.37463	
644	-3.49915	
645	-3.11707	
646	-3.58185	
647	-3.48663	
648	-3.48267	
649	-2.97546	
650	-3.52966	
651	-3.34869	
652	-3.62152	
653	-3.15765	
654	-3.51135	
655	-3.16742	
656	-3.38898	
657	-2.99072	
658	-3.75458	
659	-3.36823	
660	-3.63922	
661	-3.65295	
662	-3.90717	
663	-3.31909	
