Scan	  Chan 1	

1	-5.19318	
2	-5.29449	
3	-5.03387	
4	-5.51971	
5	-5.56091	
6	-5.33813	
7	-5.32959	
8	-5.19257	
9	-5.26489	
10	-5.59692	
11	-5.53192	
12	-5.83191	
13	-5.70679	
14	-4.87915	
15	-5.32623	
16	-5.59723	
17	-5.67932	
18	-5.55634	
19	-5.80597	
20	-5.36865	
21	-5.63934	
22	-5.8432	
23	-5.44373	
24	-5.35675	
25	-5.35736	
26	-5.45868	
27	-5.4718	
28	-5.6308	
29	-5.45837	
30	-5.3186	
31	-5.2774	
32	-5.65002	
33	-5.68817	
34	-5.51697	
35	-6.1377	
36	-5.81268	
37	-5.23346	
38	-5.68817	
39	-5.89661	
40	-5.36804	
41	-5.66864	
42	-5.26978	
43	-5.56061	
44	-5.54474	
45	-5.5957	
46	-5.85052	
47	-5.49225	
48	-5.15594	
49	-5.33661	
50	-5.5072	
51	-5.49896	
52	-5.14374	
53	-5.26642	
54	-5.4541	
55	-5.44678	
56	-5.23834	
57	-4.97192	
58	-5.65918	
59	-5.18097	
60	-5.66345	
61	-5.01007	
62	-5.47424	
63	-5.38727	
64	-5.24963	
65	-5.1239	
66	-4.89777	
67	-5.21484	
68	-5.70068	
69	-5.15076	
70	-5.16205	
71	-5.52826	
72	-5.05188	
73	-5.00549	
74	-5.11108	
75	-5.4895	
76	-5.64789	
77	-5.52673	
78	-5.14435	
79	-5.22064	
80	-5.31982	
81	-5.35797	
82	-4.95514	
83	-5.18219	
84	-5.35156	
85	-5.29266	
86	-5.56366	
87	-5.51849	
88	-5.57709	
89	-5.79102	
90	-5.48828	
91	-5.21027	
92	-5.30792	
93	-5.2774	
94	-5.62225	
95	-5.60516	
96	-5.09186	
97	-5.73486	
98	-5.83893	
99	-5.43823	
100	-5.16602	
101	-5.55847	
102	-5.57434	
103	-4.89716	
104	-4.85931	
105	-5.77728	
106	-5.15533	
107	-5.64514	
108	-5.1059	
109	-5.05859	
110	-5.48492	
111	-5.48706	
112	-5.53711	
113	-5.59692	
114	-5.62134	
115	-5.18036	
116	-5.41351	
117	-5.56061	
118	-5.05798	
119	-5.34668	
120	-5.55176	
121	-5.03906	
122	-5.24261	
123	-5.25177	
124	-5.17273	
125	-4.98749	
126	-5.12909	
127	-5.48096	
128	-5.25574	
129	-4.97681	
130	-5.23071	
131	-5.92743	
132	-5.35461	
133	-5.60333	
134	-5.07629	
135	-5.25421	
136	-5.59082	
137	-5.02625	
138	-5.672	
139	-5.67322	
140	-5.13214	
141	-5.17822	
142	-5.07111	
143	-5.21698	
144	-5.00427	
145	-5.49835	
146	-5.73944	
147	-5.67932	
148	-5.85114	
149	-5.43213	
150	-5.37079	
151	-5.32654	
152	-5.57983	
153	-5.45319	
154	-5.44586	
155	-5.42816	
156	-5.52063	
157	-5.55267	
158	-5.50598	
159	-5.36407	
160	-4.95483	
161	-5.60364	
162	-4.98657	
163	-5.27344	
164	-5.38849	
165	-5.47272	
166	-5.4248	
167	-5.47974	
168	-5.22186	
169	-5.03937	
170	-5.47577	
171	-5.4657	
172	-5.80261	
173	-5.13092	
174	-5.1886	
175	-5.72906	
176	-5.25665	
177	-5.5603	
178	-5.25665	
179	-5.91766	
180	-5.84869	
181	-5.87158	
182	-5.44525	
183	-5.09216	
184	-5.14526	
185	-5.00763	
186	-5.24231	
187	-5.50507	
188	-5.12787	
189	-5.4834	
190	-5.13123	
191	-5.06256	
192	-5.50323	
193	-5.37903	
194	-5.45898	
195	-5.25391	
196	-5.31525	
197	-5.38116	
198	-4.97559	
199	-5.36896	
200	-5.30853	
201	-5.32196	
202	-5.52521	
203	-5.45013	
204	-5.58289	
205	-5.46783	
206	-5.1944	
207	-5.21759	
208	-5.65613	
209	-5.53101	
210	-5.41321	
211	-5.2066	
212	-5.62988	
213	-5.37659	
214	-5.7605	
215	-5.40924	
216	-5.18005	
217	-5.68542	
218	-5.38879	
219	-5.33295	
220	-5.15869	
221	-4.95941	
222	-5.35736	
223	-5.4715	
224	-5.23041	
225	-5.48676	
226	-5.06775	
227	-5.30334	
228	-5.13092	
229	-5.37506	
230	-5.69305	
231	-5.04944	
232	-5.26215	
233	-5.354	
234	-5.21484	
235	-5.52216	
236	-5.23499	
237	-5.09857	
238	-5.25848	
239	-5.43304	
240	-5.24231	
241	-5.69794	
242	-5.5011	
243	-5.77545	
244	-6.08887	
245	-5.66833	
246	-5.48645	
247	-5.60974	
248	-5.71198	
249	-5.81757	
250	-5.67291	
251	-5.56641	
252	-5.54199	
253	-5.37262	
254	-5.49255	
255	-5.3891	
256	-5.19775	
257	-5.03265	
258	-5.12848	
259	-5.24811	
260	-5.40436	
261	-5.78552	
262	-5.55725	
263	-4.9765	
264	-5.26215	
265	-5.72205	
266	-5.43823	
267	-5.22461	
268	-5.3064	
269	-5.39398	
270	-5.69733	
271	-5.23438	
272	-5.50446	
273	-5.69397	
274	-5.40405	
275	-5.29785	
276	-5.22461	
277	-5.53131	
278	-5.45166	
279	-5.06348	
280	-5.55176	
281	-5.32867	
282	-5.53833	
