Scan	  Chan 1	

1	5.62408	
2	5.6604	
3	5.59662	
4	5.58197	
5	5.65521	
6	5.63049	
7	5.67841	
8	5.58716	
9	5.58167	
10	5.7016	
11	5.62775	
12	5.65277	
13	5.59387	
14	5.59509	
15	5.6543	
16	5.62317	
17	5.68665	
18	5.59265	
19	5.578	
20	5.67291	
21	5.63446	
22	5.65918	
23	5.59204	
24	5.5957	
25	5.67719	
26	5.62286	
27	5.65857	
28	5.59662	
29	5.58685	
30	5.6604	
31	5.62866	
32	5.68115	
33	5.58594	
34	5.58563	
35	5.6958	
36	5.62714	
37	5.65277	
38	5.5954	
39	5.5957	
40	5.66132	
41	5.62775	
42	5.67902	
43	5.59479	
44	5.57983	
45	5.672	
46	5.63171	
47	5.66223	
48	5.58655	
49	5.59082	
50	5.68024	
51	5.62317	
52	5.65887	
53	5.59906	
54	5.5838	
55	5.66254	
56	5.63141	
57	5.67505	
58	5.58289	
59	5.58472	
60	5.69427	
61	5.62714	
62	5.64941	
63	5.58929	
64	5.59265	
65	5.6604	
66	5.62469	
67	5.68878	
68	5.59265	
69	5.58289	
70	5.67719	
71	5.63049	
72	5.6665	
73	5.58319	
74	5.59937	
75	5.68726	
76	5.62439	
77	5.65582	
78	5.60608	
79	5.58929	
80	5.66071	
81	5.63202	
82	5.67749	
83	5.58441	
84	5.58258	
85	5.69977	
86	5.62592	
87	5.64362	
88	5.58777	
89	5.59967	
90	5.67169	
91	5.625	
92	5.68359	
93	5.59082	
94	5.57892	
95	5.66498	
96	5.62836	
97	5.66528	
98	5.58289	
99	5.59998	
100	5.6955	
101	5.62042	
102	5.6546	
103	5.58899	
104	5.59143	
105	5.66101	
106	5.62653	
107	5.6778	
108	5.58014	
109	5.58563	
110	5.69397	
111	5.6311	
112	5.6485	
113	5.59235	
114	5.59937	
115	5.6665	
116	5.62775	
117	5.68146	
118	5.59082	
119	5.58319	
120	5.66711	
121	5.63171	
122	5.6662	
123	5.57831	
124	5.59784	
125	5.69305	
126	5.62012	
127	5.65765	
128	5.58899	
129	5.5899	
130	5.65948	
131	5.62469	
132	5.67993	
133	5.578	
134	5.58655	
135	5.70435	
136	5.62927	
137	5.64362	
138	5.58319	
139	5.60211	
140	5.67719	
141	5.62653	
142	5.67627	
143	5.58624	
144	5.58899	
145	5.67291	
146	5.63019	
147	5.6665	
148	5.578	
149	5.59784	
150	5.6958	
151	5.62622	
152	5.64941	
153	5.59326	
154	5.59967	
155	5.65308	
156	5.62592	
157	5.68054	
158	5.578	
159	5.59113	
160	5.69733	
161	5.62317	
162	5.64392	
163	5.58044	
164	5.60486	
165	5.68176	
166	5.62317	
167	5.67383	
168	5.58563	
169	5.58807	
170	5.66467	
171	5.63324	
172	5.66833	
173	5.58075	
174	5.59479	
175	5.69855	
176	5.62225	
177	5.65582	
178	5.58868	
179	5.60547	
180	5.66101	
181	5.625	
182	5.68146	
183	5.58075	
184	5.59235	
185	5.69702	
186	5.62775	
187	5.64301	
188	5.58533	
189	5.6073	
190	5.68298	
191	5.62408	
192	5.67627	
193	5.58441	
194	5.58716	
195	5.67535	
196	5.63171	
197	5.672	
198	5.58136	
199	5.60547	
200	5.70282	
201	5.62225	
202	5.65155	
203	5.58899	
204	5.60364	
205	5.65704	
206	5.62408	
207	5.68298	
208	5.58258	
209	5.59784	
210	5.69855	
211	5.63049	
212	5.64758	
213	5.58197	
214	5.6134	
215	5.6839	
216	5.62012	
217	5.66772	
218	5.58411	
219	5.59357	
220	5.66833	
221	5.62866	
222	5.67261	
223	5.58075	
224	5.60333	
225	5.69794	
226	5.62012	
227	5.65186	
228	5.5777	
229	5.60699	
230	5.66254	
231	5.62225	
232	5.67993	
233	5.58197	
234	5.59662	
235	5.69	
236	5.62805	
237	5.65521	
238	5.57739	
239	5.61615	
240	5.68726	
241	5.62012	
242	5.66711	
243	5.58624	
244	5.60699	
245	5.67169	
246	5.63507	
247	5.67078	
248	5.578	
249	5.60822	
250	5.69641	
251	5.6189	
252	5.65308	
253	5.5838	
254	5.61005	
255	5.66284	
256	5.62042	
257	5.68665	
258	5.5838	
259	5.60272	
260	5.68695	
261	5.62927	
262	5.65002	
263	5.58319	
264	5.61676	
265	5.69	
266	5.62103	
267	5.66589	
268	5.58899	
269	5.60303	
270	5.67017	
271	5.63232	
272	5.67383	
273	5.57587	
274	5.60364	
275	5.70496	
276	5.6192	
277	5.6488	
278	5.5899	
279	5.61768	
280	5.66223	
281	5.62042	
282	5.6842	
283	5.57983	
284	5.60272	
285	5.68726	
286	5.62073	
287	5.65063	
288	5.58167	
289	5.6189	
290	5.69061	
291	5.61951	
292	5.66864	
293	5.59021	
294	5.60303	
295	5.66742	
296	5.62958	
297	5.66742	
298	5.57983	
299	5.6134	
300	5.69641	
301	5.62347	
302	5.65247	
303	5.59021	
304	5.61798	
305	5.66742	
306	5.62073	
307	5.68787	
308	5.58197	
309	5.60333	
310	5.68146	
311	5.62958	
312	5.65308	
313	5.58105	
314	5.62103	
315	5.68726	
316	5.61829	
317	5.66193	
318	5.58777	
319	5.60486	
320	5.67291	
321	5.62286	
322	5.67719	
323	5.57526	
324	5.61218	
325	5.70404	
326	5.62195	
327	5.64972	
328	5.58929	
329	5.62195	
330	5.6665	
331	5.61768	
332	5.68726	
333	5.58472	
334	5.61005	
335	5.67902	
336	5.62531	
337	5.6543	
338	5.58136	
339	5.63171	
340	5.69183	
341	5.61462	
342	5.6604	
343	5.58502	
344	5.6189	
345	5.66925	
346	5.62592	
347	5.67932	
348	5.58075	
349	5.61951	
350	5.70221	
351	5.62286	
352	5.65369	
353	5.58563	
354	5.62653	
355	5.66925	
356	5.62073	
357	5.68909	
358	5.58838	
359	5.61646	
360	5.68115	
361	5.63049	
362	5.66101	
363	5.58319	
364	5.63263	
365	5.69153	
366	5.61462	
367	5.66101	
368	5.59113	
369	5.62469	
370	5.67627	
371	5.62714	
372	5.67596	
373	5.58044	
374	5.61523	
375	5.70221	
376	5.62378	
377	5.6424	
378	5.59021	
379	5.63232	
380	5.66681	
381	5.61859	
382	5.68848	
383	5.58228	
384	5.61493	
385	5.68665	
386	5.62439	
387	5.66437	
388	5.58105	
389	5.6366	
390	5.69458	
391	5.61981	
392	5.65216	
393	5.59479	
394	5.62866	
395	5.67078	
396	5.62469	
397	5.68176	
398	5.58075	
399	5.62653	
400	5.70801	
401	5.62286	
402	5.65857	
403	5.58685	
404	5.63507	
405	5.67413	
406	5.61523	
407	5.68146	
408	5.58807	
409	5.61768	
410	5.67841	
411	5.62317	
412	5.66284	
413	5.58838	
414	5.64423	
415	5.69244	
416	5.61401	
417	5.65948	
418	5.59387	
419	5.63141	
420	5.66833	
421	5.62286	
422	5.6778	
423	5.58411	
424	5.62653	
425	5.70831	
426	5.62347	
427	5.64514	
428	5.58929	
429	5.6424	
430	5.68268	
431	5.61676	
432	5.68481	
433	5.59326	
434	5.6308	
435	5.67596	
436	5.62225	
437	5.6662	
438	5.58624	
439	5.64178	
440	5.69641	
441	5.61768	
442	5.65735	
443	5.59418	
444	5.64362	
445	5.67505	
446	5.6189	
447	5.68115	
448	5.58441	
449	5.63141	
450	5.70648	
451	5.62714	
452	5.64819	
453	5.59418	
454	5.65247	
455	5.68268	
456	5.62012	
457	5.67871	
458	5.59448	
459	5.62439	
460	5.68054	
461	5.62347	
462	5.67078	
463	5.59387	
464	5.64911	
465	5.69611	
466	5.61584	
467	5.65643	
468	5.59418	
469	5.64911	
470	5.67322	
471	5.6189	
472	5.67993	
473	5.58838	
474	5.63385	
475	5.69977	
476	5.6189	
477	5.63965	
478	5.58716	
479	5.65308	
480	5.68268	
481	5.61249	
482	5.67413	
483	5.59479	
484	5.63049	
485	5.67963	
486	5.62134	
487	5.66589	
488	5.58624	
489	5.6543	
490	5.69702	
491	5.61554	
492	5.6546	
493	5.6015	
494	5.64941	
495	5.67169	
496	5.61615	
497	5.67841	
498	5.58899	
499	5.63721	
500	5.70099	
501	5.61707	
502	5.64148	
503	5.59418	
504	5.66986	
505	5.68604	
506	5.60822	
507	5.67444	
508	5.59723	
509	5.62592	
510	5.68024	
511	5.62073	
512	5.66559	
513	5.59021	
514	5.64758	
515	5.69672	
516	5.6134	
517	5.64911	
518	5.59906	
519	5.65308	
520	5.6662	
521	5.61615	
522	5.67871	
523	5.59113	
524	5.6424	
525	5.70374	
526	5.6189	
527	5.64331	
528	5.59326	
529	5.66101	
530	5.68817	
531	5.61371	
532	5.67078	
533	5.59326	
534	5.64026	
