Scan	  Chan 1	

1	-6.64825	
2	-6.64276	
3	-6.63879	
4	-6.64001	
5	-6.64917	
6	-6.63757	
7	-6.65802	
8	-6.66199	
9	-6.64337	
10	-6.63727	
11	-6.65009	
12	-6.64917	
13	-6.64276	
14	-6.64917	
15	-6.66595	
16	-6.64215	
17	-6.64856	
18	-6.63971	
19	-6.65344	
20	-6.63788	
21	-6.64581	
22	-6.65955	
23	-6.65344	
24	-6.65253	
25	-6.64246	
26	-6.66748	
27	-6.65039	
28	-6.633	
29	-6.64062	
30	-6.65649	
31	-6.62964	
32	-6.64642	
33	-6.65161	
34	-6.64337	
35	-6.64276	
36	-6.6452	
37	-6.64368	
38	-6.63574	
39	-6.6452	
40	-6.66412	
41	-6.6391	
42	-6.64124	
43	-6.64185	
44	-6.64001	
45	-6.63208	
46	-6.63818	
47	-6.64124	
48	-6.65619	
49	-6.6449	
50	-6.64673	
51	-6.64917	
52	-6.64642	
53	-6.64062	
54	-6.64764	
55	-6.66046	
56	-6.62231	
57	-6.65222	
58	-6.67206	
59	-6.64581	
60	-6.62384	
61	-6.65222	
62	-6.63422	
63	-6.6449	
64	-6.64398	
65	-6.65985	
66	-6.6394	
67	-6.64764	
68	-6.64215	
69	-6.64673	
70	-6.64337	
71	-6.64001	
72	-6.64795	
73	-6.65863	
74	-6.64642	
75	-6.64307	
76	-6.64917	
77	-6.63757	
78	-6.64337	
79	-6.64154	
80	-6.65955	
81	-6.64246	
82	-6.63879	
83	-6.66595	
84	-6.63849	
85	-6.63208	
86	-6.64581	
87	-6.65192	
88	-6.64062	
89	-6.65863	
90	-6.67053	
91	-6.64429	
92	-6.64246	
93	-6.64978	
94	-6.65527	
95	-6.64917	
96	-6.63757	
97	-6.64795	
98	-6.65436	
99	-6.651	
100	-6.6391	
101	-6.64429	
102	-6.65375	
103	-6.6452	
104	-6.64948	
105	-6.65466	
106	-6.63818	
107	-6.65222	
108	-6.67206	
109	-6.65466	
110	-6.62811	
111	-6.64307	
112	-6.6394	
113	-6.64093	
114	-6.64001	
115	-6.67389	
116	-6.64825	
117	-6.64276	
118	-6.64551	
119	-6.64673	
120	-6.65497	
