Scan	  Chan 1	

1	-5.12207	
2	-5.40527	
3	-5.25513	
4	-5.73639	
5	-5.17731	
6	-5.15442	
7	-5.39948	
8	-4.84131	
9	-5.34973	
10	-5.12024	
11	-5.65521	
12	-4.8349	
13	-5.61188	
14	-5.13153	
15	-5.60974	
16	-5.68207	
17	-5.34973	
18	-5.03937	
19	-5.21027	
20	-5.61737	
21	-5.56183	
22	-5.08331	
23	-5.68085	
24	-5.64209	
25	-5.59875	
26	-5.42877	
27	-5.27283	
28	-5.00275	
29	-5.8075	
30	-5.27008	
31	-5.0528	
32	-5.2417	
33	-5.28259	
34	-5.35797	
35	-4.94232	
36	-5.66986	
37	-5.26733	
38	-5.81543	
39	-5.29022	
40	-5.33417	
41	-5.58075	
42	-5.92194	
43	-5.30823	
44	-5.27496	
45	-5.29236	
46	-5.27863	
47	-5.38116	
48	-4.99847	
49	-5.09583	
50	-5.7074	
51	-5.43518	
52	-5.59998	
53	-5.09674	
54	-5.02441	
55	-5.20203	
56	-5.23132	
57	-4.9939	
58	-4.91058	
59	-5.16052	
60	-5.06653	
61	-5.36957	
62	-4.96155	
63	-5.47607	
64	-5.04181	
65	-5.58258	
66	-5.55023	
67	-5.53558	
68	-5.63293	
69	-5.71747	
70	-5.55908	
71	-5.70557	
72	-5.13123	
73	-5.03174	
74	-5.35797	
75	-4.95483	
76	-5.00671	
77	-5.11963	
78	-5.71198	
79	-5.19165	
80	-5.20782	
81	-5.63354	
82	-5.34363	
83	-6.00616	
84	-5.79468	
85	-5.09888	
86	-5.81757	
87	-5.17609	
88	-5.1825	
89	-5.35614	
90	-5.13702	
91	-5.00122	
92	-5.27924	
93	-5.43793	
94	-5.90118	
95	-5.48279	
96	-4.87671	
97	-5.28351	
98	-5.63904	
99	-5.27222	
100	-5.10895	
101	-5.50323	
102	-5.69244	
103	-5.11536	
104	-5.55481	
105	-5.11139	
106	-5.289	
107	-5.17334	
108	-5.02686	
109	-5.44189	
110	-4.97375	
111	-5.76569	
112	-5.08026	
113	-4.98627	
114	-5.27924	
115	-5.52734	
116	-5.62714	
117	-5.30548	
118	-5.79529	
119	-5.00854	
120	-5.05371	
121	-5.59601	
122	-5.29175	
123	-5.44159	
124	-5.82184	
125	-5.18494	
126	-5.16296	
127	-5.73975	
128	-5.03662	
129	-5.65277	
130	-5.54596	
131	-5.28961	
132	-5.47546	
133	-5.55664	
134	-5.67993	
135	-5.00305	
136	-4.88647	
137	-5.48737	
138	-5.49469	
139	-5.52124	
140	-5.85327	
141	-5.03784	
142	-5.29907	
143	-5.35187	
144	-5.73578	
145	-5.6546	
146	-5.00092	
147	-5.56885	
148	-5.45471	
149	-5.08362	
150	-5.04456	
151	-5.2832	
152	-5.08423	
153	-5.13428	
154	-5.75653	
155	-5.58594	
156	-4.94415	
157	-5.28564	
158	-5.5423	
159	-5.18219	
160	-5.1886	
161	-5.29999	
162	-5.62653	
163	-5.43732	
164	-5.30701	
165	-5.09613	
166	-5.74005	
167	-5.5954	
168	-5.64697	
169	-5.27313	
170	-5.52887	
171	-5.77393	
172	-5.48828	
173	-5.18036	
174	-5.62012	
175	-5.73578	
176	-5.336	
177	-5.58075	
178	-5.77789	
179	-5.08148	
180	-5.27435	
181	-5.37292	
182	-5.54626	
183	-5.27222	
184	-5.88348	
185	-4.90906	
186	-5.26947	
187	-5.7077	
188	-5.77026	
189	-5.15625	
190	-5.14069	
191	-5.26428	
192	-5.51697	
193	-5.43243	
194	-5.04272	
195	-5.76111	
196	-5.52246	
197	-5.5661	
198	-5.37567	
199	-5.70862	
200	-5.56244	
201	-5.03357	
202	-5.63263	
203	-5.08911	
204	-5.16815	
205	-4.9649	
206	-5.19043	
207	-5.1413	
208	-5.34637	
209	-5.26886	
210	-5.76691	
211	-5.61127	
212	-5.35675	
213	-5.36591	
214	-5.32501	
215	-5.49561	
216	-5.37537	
217	-5.21484	
218	-5.74951	
219	-5.25696	
220	-5.8725	
221	-5.28259	
222	-5.22583	
223	-5.12421	
224	-5.08087	
225	-5.82428	
226	-5.08789	
227	-5.79773	
228	-5.34576	
229	-5.06378	
230	-5.6723	
231	-5.51605	
232	-5.32135	
233	-5.24994	
234	-5.10193	
235	-5.27313	
236	-5.01465	
237	-5.78674	
238	-5.11444	
239	-5.60516	
240	-5.60547	
241	-5.45258	
242	-5.20416	
243	-5.64209	
244	-5.71991	
245	-5.23315	
246	-5.66071	
247	-5.5246	
248	-5.67596	
249	-5.68542	
250	-5.61768	
251	-5.21332	
252	-5.07599	
253	-5.21606	
254	-5.22461	
255	-5.49377	
256	-5.54779	
257	-5.04059	
258	-5.27954	
259	-5.29266	
260	-5.3418	
261	-5.10437	
262	-5.38208	
263	-5.32806	
264	-5.02838	
265	-5.76416	
266	-5.31189	
267	-5.59265	
268	-5.77759	
269	-5.24841	
270	-5.68848	
271	-5.11261	
272	-5.19836	
273	-5.18921	
274	-4.96033	
275	-5.32898	
276	-5.59143	
277	-5.50995	
278	-5.2652	
279	-5.39062	
280	-5.68146	
281	-5.79407	
282	-5.14648	
283	-5.34729	
284	-5.23529	
285	-5.62897	
286	-4.93866	
287	-5.54138	
288	-5.79773	
289	-5.04944	
