Scan	  Chan 1	

1	5.60425	
2	5.65582	
3	5.58014	
4	5.64423	
5	5.69153	
6	5.59998	
7	5.62897	
8	5.59143	
9	5.65521	
10	5.65735	
11	5.59448	
12	5.65704	
13	5.58929	
14	5.64209	
15	5.67413	
16	5.59967	
17	5.64301	
18	5.5838	
19	5.66925	
20	5.68329	
21	5.59448	
22	5.63629	
23	5.59479	
24	5.64331	
25	5.66284	
26	5.60486	
27	5.65369	
28	5.58319	
29	5.64148	
30	5.68848	
31	5.60242	
32	5.62469	
33	5.59113	
34	5.66437	
35	5.65948	
36	5.58929	
37	5.66559	
38	5.59265	
39	5.63385	
40	5.66528	
41	5.60089	
42	5.64362	
43	5.58197	
44	5.66895	
45	5.6778	
46	5.59326	
47	5.63873	
48	5.58533	
49	5.65674	
50	5.6604	
51	5.60242	
52	5.65247	
53	5.58258	
54	5.64423	
55	5.69	
56	5.59753	
57	5.62683	
58	5.59021	
59	5.66986	
60	5.66559	
61	5.59387	
62	5.65521	
63	5.59235	
64	5.6366	
65	5.66925	
66	5.60211	
67	5.63782	
68	5.57983	
69	5.66742	
70	5.67932	
71	5.59326	
72	5.63873	
73	5.58502	
74	5.65643	
75	5.66742	
76	5.59814	
77	5.65521	
78	5.58014	
79	5.64545	
80	5.68817	
81	5.60852	
82	5.62531	
83	5.59387	
84	5.66986	
85	5.66681	
86	5.59479	
87	5.66162	
88	5.59448	
89	5.63934	
90	5.66925	
91	5.60364	
92	5.64301	
93	5.58167	
94	5.65063	
95	5.67932	
96	5.59784	
97	5.63263	
98	5.58899	
99	5.65399	
100	5.65735	
101	5.59662	
102	5.65796	
103	5.58472	
104	5.6424	
105	5.68817	
106	5.60577	
107	5.62286	
108	5.58594	
109	5.6662	
110	5.67078	
111	5.5896	
112	5.66101	
113	5.59326	
114	5.63904	
115	5.67078	
116	5.6012	
117	5.64575	
118	5.59052	
119	5.65765	
120	5.67871	
121	5.59784	
122	5.63263	
123	5.58777	
124	5.65826	
125	5.66071	
126	5.59265	
127	5.65948	
128	5.58624	
129	5.6485	
130	5.68848	
131	5.6012	
132	5.61493	
133	5.58502	
134	5.65948	
135	5.67322	
136	5.59692	
137	5.65643	
138	5.59387	
139	5.65247	
140	5.66864	
141	5.59845	
142	5.65491	
143	5.58716	
144	5.65948	
145	5.68665	
146	5.59296	
147	5.63141	
148	5.59479	
149	5.66254	
150	5.66162	
151	5.59631	
152	5.66742	
153	5.58807	
154	5.65002	
155	5.67749	
156	5.60059	
157	5.62347	
158	5.58258	
159	5.672	
160	5.67566	
161	5.59723	
162	5.64453	
163	5.59296	
164	5.63385	
165	5.66528	
166	5.59845	
167	5.64758	
168	5.58533	
169	5.65582	
170	5.6839	
171	5.59387	
172	5.62958	
173	5.59631	
174	5.67871	
175	5.65948	
176	5.5954	
177	5.66345	
178	5.59235	
179	5.64667	
180	5.68604	
181	5.60577	
182	5.6189	
183	5.58441	
184	5.67108	
185	5.67566	
186	5.59753	
187	5.64453	
188	5.59357	
189	5.64606	
190	5.66742	
191	5.61035	
192	5.64178	
193	5.58807	
194	5.65186	
195	5.68634	
196	5.59418	
197	5.63293	
198	5.59631	
199	5.66345	
200	5.65948	
201	5.59296	
202	5.66254	
203	5.5896	
204	5.64911	
205	5.68237	
206	5.60059	
207	5.62103	
208	5.58838	
209	5.67383	
210	5.67627	
211	5.59296	
212	5.64453	
213	5.59082	
214	5.64423	
215	5.66559	
216	5.6076	
217	5.65399	
218	5.58655	
219	5.65643	
220	5.67993	
221	5.59448	
222	5.62042	
223	5.59296	
224	5.66895	
225	5.66284	
226	5.59662	
227	5.65674	
228	5.58838	
229	5.64514	
230	5.68634	
231	5.60272	
232	5.62897	
233	5.58868	
234	5.67352	
235	5.68054	
236	5.59113	
237	5.64087	
238	5.5954	
239	5.65399	
240	5.66833	
241	5.59662	
242	5.65674	
243	5.59235	
244	5.65765	
245	5.68359	
246	5.59448	
247	5.62592	
248	5.59326	
249	5.65918	
250	5.65704	
251	5.59875	
252	5.66193	
253	5.59235	
254	5.64545	
255	5.67444	
256	5.60089	
257	5.62592	
258	5.58716	
259	5.67352	
260	5.67719	
261	5.59235	
262	5.63446	
263	5.59387	
264	5.65033	
265	5.66559	
266	5.59723	
267	5.64972	
268	5.58594	
269	5.65369	
270	5.68665	
271	5.59235	
272	5.62439	
273	5.59479	
274	5.67719	
275	5.66193	
276	5.59143	
277	5.66254	
278	5.5954	
279	5.64636	
280	5.67108	
281	5.59845	
282	5.6311	
283	5.59326	
284	5.67932	
285	5.67535	
286	5.5899	
287	5.63232	
288	5.59723	
289	5.66864	
290	5.65948	
291	5.59906	
292	5.65338	
293	5.58258	
294	5.65674	
295	5.68542	
296	5.6015	
297	5.60394	
298	5.59875	
299	5.67078	
300	5.66711	
301	5.59723	
302	5.66193	
