Scan	  Chan 1	

1	-2.81586	
2	-3.92883	
3	-0.174866	
4	0.768127	
5	-0.534363	
6	-2.72583	
7	-2.58728	
8	-3.40637	
9	-2.75055	
10	-0.878906	
11	-2.75024	
12	-2.67181	
13	-2.49756	
14	-2.2699	
15	-2.63245	
16	-2.56165	
17	-3.45123	
18	-1.48834	
19	-0.71106	
20	-0.97168	
21	-0.541382	
22	-0.882568	
23	-0.252686	
24	-1.68884	
25	0.852051	
26	-0.427551	
27	-1.31256	
28	-2.10968	
29	-1.31165	
30	-1.99005	
31	-2.97852	
32	-1.58081	
33	-3.69263	
34	-1.10901	
35	-2.53113	
36	-2.49298	
37	-2.01172	
38	0.420532	
39	1.29883	
40	-0.751343	
41	-0.550537	
42	-3.29285	
43	-2.18079	
44	-3.27972	
45	-0.467834	
46	-2.51129	
47	0.0796509	
48	-1.87958	
49	-2.03217	
50	-1.94305	
51	-2.11853	
52	-1.27777	
53	-1.77277	
54	-1.31653	
55	-0.565186	
56	-3.49976	
57	-2.61993	
58	-2.61841	
59	-3.49945	
60	0.293579	
61	0.574036	
62	-1.78314	
63	-3.15826	
64	-2.91321	
65	2.83813	
66	-1.32233	
67	-2.21771	
68	-2.57721	
69	-2.78015	
70	-3.47473	
71	-0.606995	
72	-4.02557	
73	-2.09503	
74	-0.258789	
75	-1.20392	
76	-1.44531	
77	0.157776	
78	-2.3703	
79	-1.68152	
80	-1.68396	
81	-3.37128	
82	0.173645	
83	-2.77863	
84	-1.01074	
85	-0.06073	
86	-1.17859	
87	-3.6377	
88	-1.06628	
89	-2.65594	
90	1.37085	
91	-1.54022	
92	-3.50098	
93	-0.756836	
94	0.0958252	
95	-3.33679	
96	-2.02362	
97	-2.02484	
98	-1.48224	
99	-2.43561	
100	-1.34491	
101	-2.80731	
102	-1.5741	
103	-4.09332	
104	-0.300293	
105	-3.22296	
106	-2.10815	
107	-1.90002	
108	-3.78601	
109	-2.15179	
110	-1.61041	
111	-3.66272	
112	-1.75049	
113	-2.35596	
114	-2.2937	
115	-2.32666	
116	-1.78589	
117	-2.60956	
118	-2.66815	
119	-2.97546	
120	-3.39325	
121	-1.9397	
122	-0.758667	
123	-1.2912	
124	-0.639038	
125	-3.83179	
126	-2.29004	
127	-4.1333	
128	-0.661011	
129	-2.62939	
130	-2.71667	
131	-2.49481	
132	0.0253296	
133	-1.81396	
134	-2.71423	
135	-3.06305	
136	-0.527954	
137	-1.64703	
138	-2.33398	
139	-0.803223	
140	-2.58392	
141	-4.39819	
142	-2.25128	
143	-0.823364	
144	-1.69891	
145	-2.74261	
146	-2.73102	
147	-2.53571	
148	-2.10785	
149	-3.8858	
150	-2.61414	
151	-4.72412	
152	-2.40448	
153	-1.77002	
154	-2.74261	
155	-3.51532	
156	-2.31354	
157	-1.35315	
158	-0.818176	
159	-3.14178	
160	-2.20795	
161	-1.84479	
162	1.17126	
163	-2.86469	
164	-2.19696	
165	-0.567017	
166	-1.88568	
167	-1.9873	
168	-2.31567	
169	0.149231	
170	-3.13416	
171	-0.542297	
172	-1.50604	
173	-2.04468	
174	-4.26178	
175	-1.98883	
176	-1.93756	
177	-0.65918	
178	0.119934	
179	-2.79022	
180	-2.6239	
181	-2.18994	
182	-2.46796	
183	-1.6333	
184	-1.81305	
185	-2.36908	
186	-0.362549	
187	-1.63116	
188	-1.72363	
189	-1.23749	
190	1.01776	
191	-2.76703	
192	-1.06781	
193	-2.50824	
194	-0.906982	
195	-1.23444	
196	-2.32025	
197	-1.48285	
198	-4.43756	
199	-1.99707	
200	-0.556641	
201	-1.08734	
202	-1.3028	
203	-0.853577	
204	-2.57416	
205	-0.952148	
206	-2.38525	
207	-1.69281	
208	-3.29681	
209	-2.83203	
210	-3.24097	
211	-0.108337	
212	-1.18042	
213	-0.868225	
214	-0.329895	
215	-0.0930786	
216	-0.856323	
217	-1.33179	
218	-1.48193	
219	-2.05872	
220	-0.744324	
221	-2.34863	
222	-1.49139	
223	-3.20892	
224	-2.70111	
225	-3.15918	
226	1.29364	
227	-2.21558	
228	-2.74292	
229	-1.49811	
230	-3.08655	
231	-1.01715	
232	-1.84326	
233	-1.27899	
234	-1.14594	
235	-0.17395	
236	-0.159607	
237	-1.69067	
238	-1.10596	
239	-0.111694	
240	-1.65253	
241	-0.240173	
242	-0.887451	
243	-2.01385	
244	-1.8338	
245	-2.41943	
246	-2.57538	
247	-3.09052	
248	-3.91541	
249	0.25238	
250	0.178833	
251	0.818481	
252	-3.09784	
253	-2.41119	
254	-3.70178	
255	-3.34442	
256	-1.09039	
257	-0.535889	
258	-2.32208	
259	-1.24542	
260	-3.63586	
261	-1.77368	
262	-0.15564	
263	0.114746	
264	-2.78259	
265	-0.447083	
266	-2.62665	
267	-1.50604	
268	-5.62195	
269	1.75812	
270	-1.99127	
271	-1.54694	
272	-0.704651	
273	-0.924988	
274	-2.90436	
275	-1.96075	
276	-3.38226	
277	-1.69128	
278	-2.56836	
279	-3.41522	
280	-0.812073	
281	-2.58423	
282	-3.06915	
283	-1.6687	
284	-0.65094	
285	-2.55829	
286	-3.46497	
287	-2.54486	
288	0.00274658	
289	-1.60919	
290	-1.52527	
291	0.0552368	
292	-2.31628	
293	-1.52863	
294	-3.34229	
295	0.0372314	
296	-1.58905	
297	-2.67395	
298	-2.0639	
299	-1.6983	
300	0.508423	
301	-1.35529	
302	-1.09772	
303	-2.88788	
304	-1.63696	
305	-2.51404	
306	-0.565491	
307	-1.05499	
308	-1.29242	
309	-4.01306	
310	-1.76971	
311	-3.23822	
312	-2.22595	
313	-2.14447	
314	-1.31409	
315	-2.78442	
316	-2.34131	
317	-3.48511	
318	-1.41754	
319	-1.13403	
320	-2.54089	
321	0.359497	
322	-3.6145	
323	-1.6507	
324	0.0228882	
325	-1.36261	
326	-1.18866	
327	-1.56342	
328	-2.30682	
329	-1.27167	
330	-2.83417	
331	-2.89124	
332	-2.10724	
333	-2.63245	
334	-3.06335	
335	0.391235	
336	0.0491333	
337	-0.791931	
338	-0.152283	
339	-1.43707	
340	-1.73523	
341	-2.69501	
342	-2.96844	
343	-1.56647	
344	-0.106506	
345	-4.5517	
346	-0.608826	
347	-2.28119	
348	-0.316162	
349	-2.24274	
350	-2.33673	
351	-1.66565	
352	-3.48206	
353	-2.51617	
354	-3.06885	
355	-0.351562	
356	0.562134	
357	-2.76825	
358	-3.87268	
359	-3.43231	
360	0.34729	
361	0.304565	
362	-2.25647	
363	-1.81885	
364	-2.18414	
365	-2.09564	
366	1.25671	
367	-1.46942	
368	-1.55609	
369	-0.712891	
370	-0.888062	
371	-2.46857	
372	0.921021	
373	1.38672	
374	1.95587	
375	-0.46051	
376	-2.01477	
377	-2.94098	
378	-0.698547	
379	0.263367	
380	1.34369	
381	-2.50183	
382	-3.16528	
383	-3.65234	
384	-1.79657	
385	-1.29761	
386	0.491943	
387	-1.82861	
388	-0.658875	
389	0.184937	
390	-2.33582	
391	-2.76855	
392	-0.6427	
393	-3.65723	
394	-2.4765	
395	-2.25464	
396	-0.0448608	
397	-2.06055	
398	-0.747986	
399	-1.5567	
400	-1.35895	
401	-1.56616	
402	-3.51868	
403	-3.12042	
404	-3.24738	
405	-2.35779	
406	-0.592346	
407	-0.590515	
408	-1.28387	
409	-0.107422	
410	-0.978699	
411	-0.533447	
412	-1.64948	
413	-2.52777	
414	0.062561	
415	-2.18964	
416	-1.62933	
417	-2.52472	
418	-3.2193	
419	-0.769653	
420	-2.79175	
421	-1.27869	
422	-0.986328	
423	-0.163269	
424	-3.19	
425	-2.50458	
426	-1.40411	
427	-2.73285	
428	-4.0036	
429	-3.43628	
430	-2.30988	
431	0.847168	
432	-4.19006	
433	2.07947	
434	-2.21741	
435	0.0576782	
436	-3.08563	
437	-3.75793	
438	-1.1554	
439	-3.73749	
440	-3.00262	
441	-2.7652	
442	-1.21521	
443	-0.944824	
444	-1.33911	
445	-1.83868	
446	-3.5965	
447	-0.52887	
448	-1.29852	
449	-2.57843	
450	-3.57605	
451	-3.30841	
452	-2.36206	
453	-2.25677	
454	-1.92505	
455	-2.71515	
456	-0.342407	
457	-3.05542	
458	-2.59583	
459	-3.95569	
460	-1.85303	
461	-4.26453	
462	-2.58514	
463	-1.57898	
464	-3.13873	
465	-3.40149	
466	-2.47742	
467	-0.513306	
468	-2.22992	
469	-1.97174	
470	-2.53937	
471	-3.47168	
472	-1.82434	
473	-1.38123	
474	0.730591	
475	-2.16492	
476	-0.957947	
477	3.6853	
478	0.708313	
479	-3.50891	
480	-2.57324	
481	-0.692139	
482	-3.49915	
483	-2.62329	
484	-0.184937	
485	-3.15247	
486	-1.91101	
487	-0.418701	
488	-2.81921	
489	-1.52527	
490	-0.883179	
491	0.526733	
492	-1.59363	
493	-0.266418	
494	-1.19934	
495	-2.0874	
496	-2.75513	
497	-2.38312	
498	-3.24371	
499	-1.07391	
500	-1.37299	
501	-0.0888062	
502	-0.549927	
503	-2.56287	
504	-0.819397	
505	-1.38794	
506	-2.98065	
507	-1.30402	
508	-0.0720215	
509	-3.34167	
510	-2.31903	
511	-2.65961	
512	-1.35895	
513	-0.961609	
514	-1.90308	
515	-2.73346	
516	-0.326538	
517	-1.28021	
518	-1.35284	
519	-1.85486	
520	-2.19635	
521	-1.42181	
522	-3.5553	
523	1.24512	
524	-2.82013	
525	1.41327	
526	-1.77429	
527	-2.06665	
528	-3.40118	
529	-2.19818	
530	-0.346069	
531	-0.366821	
532	-0.404053	
533	-2.78412	
534	-1.50848	
535	0.284729	
536	-2.6059	
537	0.162964	
538	-2.15393	
539	-2.83417	
540	-0.691833	
541	-0.798035	
542	-1.64032	
543	-1.87683	
544	0.743408	
545	-0.484619	
546	4.5459	
547	-3.17352	
548	-2.47925	
549	0.617065	
550	-2.30255	
551	-2.76672	
552	-1.04889	
553	-4.27917	
554	-0.32135	
555	-2.966	
556	-1.84662	
557	-3.5498	
558	-2.71881	
559	-3.53546	
560	-1.46667	
561	-0.104675	
562	-1.90308	
563	-2.72614	
564	-3.1839	
565	-0.134277	
566	-0.282898	
567	-3.86108	
568	-2.15302	
569	-2.55859	
570	-2.08374	
571	-1.50757	
572	-1.24481	
573	-1.62628	
574	-1.0144	
575	-1.74133	
576	-2.61139	
577	-4.19067	
578	-0.524902	
579	-2.70905	
580	-0.59906	
581	-2.65228	
582	-1.33453	
583	-1.1734	
584	-2.30835	
585	0.925293	
586	-2.36725	
587	-1.19781	
588	-1.65741	
589	-0.325012	
590	-0.689392	
591	1.0257	
592	-2.02759	
593	-1.38275	
594	-0.30365	
595	-2.5235	
596	-2.37457	
597	-0.098877	
598	-3.1485	
599	2.02515	
600	-1.41541	
601	0.410767	
602	-1.18744	
603	-3.73138	
604	-2.65076	
605	-2.25525	
606	-2.87262	
607	-2.49695	
608	-2.09656	
609	-1.36505	
610	-2.68829	
611	-2.46552	
612	-2.42188	
613	-0.624084	
614	-0.320129	
615	-2.17712	
616	-2.15454	
617	-1.02783	
618	-1.8808	
619	3.39844	
620	0.215454	
621	-3.85864	
622	0.420837	
623	-1.92719	
624	-2.38159	
625	-2.93182	
626	0.00244141	
627	0.0912476	
628	-1.57379	
629	-1.5683	
630	-3.20648	
631	-2.34558	
632	-4.75403	
633	-2.28577	
634	1.28662	
635	-1.29395	
636	-2.41821	
637	-1.48499	
638	-2.48108	
639	-0.603027	
640	-1.60522	
641	-2.21283	
642	-3.13538	
643	-2.34039	
644	-1.94519	
645	-0.524292	
646	-3.51654	
647	-2.72156	
